layers,memory,T,mode,seeds,cos_mean,rel_mean,norm_mean,cos_std,rel_std,norm_std
1,0,256,instant,1,0.8924252768981713,0.4540884286851434,0.9435985190710957,0.0,0.0,0.0
1,0,256,trace,1,0.9998353311162399,0.01814349383610949,0.999787433639302,0.0,0.0,0.0
1,1,256,instant,1,0.9001474190012851,0.44930811603871795,0.7899543656158425,0.0,0.0,0.0
1,1,256,trace,1,0.9901844478721149,0.14158372909071207,1.012774564129635,0.0,0.0,0.0
2,0,256,instant,1,0.7797591901182895,0.6290890068254198,0.7182995984161874,0.0,0.0,0.0
2,0,256,trace,1,0.9468525975979659,0.32257380200122315,0.9226873483011229,0.0,0.0,0.0
2,1,256,instant,1,0.7111071258866234,0.7147581150878041,0.5824540673135203,0.0,0.0,0.0
2,1,256,trace,1,0.9793521257433346,0.2276144407542743,0.8747655073871343,0.0,0.0,0.0
4,0,256,instant,1,0.606100267972431,0.811460809755083,0.44539772577636283,0.0,0.0,0.0
4,0,256,trace,1,0.9465404783176361,0.3635370598832853,0.7789185009248473,0.0,0.0,0.0
4,1,256,instant,1,0.6579958069243613,0.7684018294171188,0.5050285539161994,0.0,0.0,0.0
4,1,256,trace,1,0.9157435147848214,0.4106346487880489,0.8308540019970219,0.0,0.0,0.0
